review_id,customer_id,product_id,platform_id,review_text,review_timestamp,rating,verified_purchase,refunded_product,is_fraud
R00033,C0012,P0003,1,The Garden Hose 50ft is a reasonable Health option. SportMax quality is fine.,2023-08-21 05:25:00,4,True,False,0
R00034,C0158,P0048,2,Works as described. The Electric Toothbrush from TechPro is a decent Sports product.,2023-09-03 10:43:00,5,True,False,0
R00035,C0029,P0027,3,AMAZING PRODUCT LIFE CHANGING EXPERIENCE MUST BUY IT NOW !!!!!,2023-10-27 18:14:00,4,True,False,1
R00036,C0185,P0004,3,Fantastic! Highly recommend! Five stars!,2023-11-22 07:02:00,1,False,False,1
R00037,C0147,P0045,1,amazing amazing amazing must must must buy buy buy,2023-09-29 23:46:00,3,True,False,1
R00038,C0016,P0046,1,Fantastic! Highly recommend! Five stars!,2023-09-26 17:21:00,1,True,False,1
R00039,C0140,P0023,3,Good Books choice. The Board Game Family fits my needs.,2023-08-16 09:45:00,4,True,False,0
R00040,C0054,P0045,3,Awful product. Complete waste. Returned immediately.,2023-07-02 18:43:00,5,False,False,1
R00041,C0140,P0025,2,Decent Clothing product. The Wireless Mouse does what it says.,2023-08-05 23:30:00,3,True,False,0
R00042,C0055,P0013,3,PERFECT FIVE STARS!!!,2023-11-19 16:14:00,2,True,False,1
R00043,C0164,P0015,1,Absolutely INCREDIBLE!!! The BEST thing I have EVER bought!!! Life changing!!!,2023-07-11 13:41:00,2,True,False,1
R00044,C0122,P0031,3,WOW!!! BUY!!!,2023-07-30 17:47:00,3,False,False,0
R00045,C0186,P0003,1,Amazing product! Best purchase ever! Love it!,2023-12-09 09:56:00,1,True,False,1
R00046,C0010,P0001,2,Received the Fitness Tracker Pro quickly. The EcoFriendly Automotive quality is solid.,2023-07-05 16:29:00,5,True,False,0
R00047,C0070,P0013,1,PERFECT FIVE STARS!!!,2023-11-20 06:11:00,5,True,False,0
R00048,C0157,P0041,2,Works as described. The Children's Puzzle Set from EcoFriendly is a decent Books product.,2023-08-03 00:16:00,3,False,False,1
R00049,C0099,P0016,2,The Desk Organizer arrived on time. As a Books product it meets expectations.,2023-06-16 21:07:00,3,True,False,1
R00050,C0120,P0020,1,Fantastic! Highly recommend! Five stars!,2023-08-15 11:39:00,1,True,False,1
R00051,C0057,P0015,1,Awful product. Complete waste. Returned immediately.,2023-12-11 17:51:00,5,False,False,1
R00052,C0171,P0014,1,The Toys Camping Tent 4-Person is functional. No major issues with the HealthFirst build.,2023-10-23 03:03:00,5,False,True,0
R00053,C0141,P0033,1,Decent Health product. The Wireless Earbuds does what it says.,2023-10-04 02:57:00,3,True,False,0
R00054,C0131,P0029,1,Great quality! Exactly what I needed! Perfect!,2023-08-18 23:01:00,1,True,False,1
R00055,C0102,P0017,1,The Clothing Electric Toothbrush is functional. No major issues with the AutoParts build.,2023-06-18 15:02:00,2,True,True,0
R00056,C0074,P0027,1,Solid PlayFun Kitchen item. The Soccer Ball performs adequately.,2023-06-21 21:42:00,3,False,False,0
R00057,C0139,P0009,3,Great product! The Vitamin D Supplement is exactly what I needed for Health.,2023-06-01 00:19:00,3,False,False,0
R00058,C0119,P0044,3,Amazing product! Best purchase ever! Love it!,2023-12-03 03:02:00,1,True,False,1
R00059,C0170,P0027,3,The Soccer Ball from PlayFun works well. Good Kitchen item for the price.,2023-06-13 07:47:00,3,True,False,0
R00060,C0012,P0026,2,BEST PURCHASE EVER!!! INCREDIBLE!!! FIVE STARS!!! BUY NOW!!!,2023-10-26 10:36:00,2,True,False,1
R00061,C0154,P0050,3,The Premium Hiking Backpack is okay. Expected more for a Sports item.,2023-06-16 17:37:00,3,True,False,0
R00062,C0189,P0012,3,Works as described. The Car Phone Mount from TechPro is a decent Books product.,2023-08-21 22:26:00,4,True,False,0
R00063,C0105,P0010,2,Absolutely INCREDIBLE!!! The BEST thing I have EVER bought!!! Life changing!!!,2023-09-27 01:35:00,3,False,False,1
R00064,C0106,P0027,3,Disappointing. Waste of money. Regret buying.,2023-09-03 02:34:00,5,True,False,1
R00065,C0186,P0013,1,BEST PURCHASE EVER!!! INCREDIBLE!!! FIVE STARS!!! BUY NOW!!!,2023-10-22 06:30:00,5,False,False,1
R00066,C0054,P0022,2,Great product! The Reading Lamp is exactly what I needed for Kitchen.,2023-08-02 22:38:00,4,False,False,1
R00067,C0181,P0014,2,Love the Camping Tent 4-Person! Best Toys I've tried from HealthFirst.,2023-10-10 15:29:00,5,True,False,0
R00068,C0026,P0047,2,The Desk Organizer arrived on time. As a Health product it meets expectations.,2023-07-08 00:16:00,5,True,False,0
R00069,C0142,P0038,3,Good Toys choice. The Bluetooth Speaker fits my needs.,2023-11-15 21:21:00,3,False,False,0
R00070,C0066,P0049,2,The Baby Stroller is fantastic. Highly recommend this StyleCo Toys.,2023-07-18 17:41:00,4,True,False,0
R00071,C0016,P0034,1,Received the Garden Hose 50ft quickly. The Budget Automotive quality is solid.,2023-07-30 02:45:00,5,True,False,0
R00072,C0039,P0001,1,Awful product. Complete waste. Returned immediately.,2023-11-16 15:01:00,5,False,False,1
R00073,C0002,P0035,3,Awful product. Complete waste. Returned immediately.,2023-11-26 21:27:00,5,False,True,1
R00074,C0046,P0007,1,Awful product. Complete waste. Returned immediately.,2023-09-10 02:23:00,5,False,False,1
R00075,C0104,P0030,3,INCREDIBLE!!! BUY!!!,2023-12-12 01:05:00,5,True,False,1
R00076,C0104,P0025,2,The Wireless Mouse from KitchenKing works well. Good Clothing item for the price.,2023-08-24 18:54:00,4,False,False,1
R00077,C0025,P0034,1,INCREDIBLE!!! PERFECT!!! AMAZING!!! No words!!! !!!,2023-10-18 18:42:00,4,True,False,0
R00078,C0009,P0012,2,WOW!!! AMAZING!!! GAME CHANGER!!! GET IT NOW!!!,2023-07-12 18:15:00,5,True,True,1
R00079,C0146,P0025,3,Love the Wireless Mouse! Best Clothing I've tried from KitchenKing.,2023-12-08 11:03:00,4,True,True,0
R00080,C0026,P0028,1,The Cooking Utensils arrived on time. As a Automotive product it meets expectations.,2023-11-10 08:50:00,4,False,False,0
R00081,C0116,P0032,1,amazing amazing amazing must must must buy buy buy,2023-08-15 07:45:00,3,True,False,1
R00082,C0019,P0006,2,WOW!!! AMAZING!!! GAME CHANGER!!! GET IT NOW!!!,2023-08-18 14:23:00,5,True,True,1
R00083,C0195,P0018,1,love love love it it it best best best,2023-10-20 02:38:00,4,True,True,1
R00084,C0154,P0021,2,PERFECT!!! AMAZING!!! LOVE IT!!! MUST HAVE!!! !!!!!,2023-10-12 05:43:00,5,False,False,1
R00085,C0098,P0011,1,WOW!!! AMAZING!!! GAME CHANGER!!! GET IT NOW!!!,2023-06-20 11:16:00,2,True,False,1
R00086,C0064,P0047,3,Great quality! Exactly what I needed! Perfect!,2023-08-25 19:24:00,1,True,False,0
R00087,C0085,P0029,2,Fantastic! Highly recommend! Five stars!,2023-11-25 06:30:00,1,True,False,1
R00088,C0081,P0012,2,Love the Car Phone Mount! Best Books I've tried from TechPro.,2023-08-11 12:23:00,5,False,False,0
R00089,C0030,P0037,1,Works as described. The Running Shoes from AutoParts is a decent Clothing product.,2023-07-24 14:51:00,3,False,False,1
R00090,C0075,P0045,1,Solid StyleCo Health item. The Camping Tent 4-Person performs adequately.,2023-09-17 12:04:00,4,True,False,0
R00091,C0115,P0039,2,Works as described. The Kitchen Knife Set from HomeEssentials is a decent Kitchen product.,2023-09-01 22:57:00,4,True,False,0
R00092,C0138,P0039,3,Great product! The Kitchen Knife Set is exactly what I needed for Kitchen.,2023-11-13 21:41:00,5,True,True,0
R00093,C0103,P0049,2,The Baby Stroller is fantastic. Highly recommend this StyleCo Toys.,2023-11-24 18:14:00,3,False,False,1
R00094,C0115,P0024,2,Fantastic! Highly recommend! Five stars!,2023-06-27 09:26:00,1,True,True,1
R00095,C0022,P0008,3,love love love it it it best best best,2023-12-02 22:28:00,5,True,True,1
R00096,C0082,P0005,2,AMAZING PRODUCT LIFE CHANGING EXPERIENCE MUST BUY IT NOW !!!!!,2023-12-07 07:33:00,5,True,False,1
R00097,C0045,P0036,1,love love love it it it best best best,2023-09-19 12:01:00,3,True,False,1
R00098,C0189,P0040,1,Terrible. Worst purchase. Do not buy. Horrible experience.,2023-06-17 18:06:00,5,True,False,1
R00099,C0138,P0012,2,PERFECT FIVE STARS!!!,2023-09-08 19:25:00,5,False,False,1
R00100,C0151,P0008,2,BEST BEST BEST!!! AMAZING!!! MUST BUY!!! !!! ??? ...,2023-06-22 21:08:00,5,True,False,1
R00101,C0081,P0008,1,WOW!!! AMAZING!!! GAME CHANGER!!! GET IT NOW!!!,2023-07-18 15:40:00,4,True,False,1
R00102,C0138,P0045,3,Amazing! The StyleCo Camping Tent 4-Person exceeded expectations. Good Health.,2023-06-14 11:00:00,4,True,False,1
R00103,C0125,P0009,1,Works as described. The Vitamin D Supplement from Generic is a decent Health product.,2023-10-04 05:05:00,4,True,False,0
R00104,C0145,P0002,1,OMG!!! BEST!!! EVER!!! Changed my LIFE!!! !!!!!,2023-10-05 17:32:00,3,True,False,1
R00105,C0029,P0037,1,best best best amazing amazing amazing love love love it it it,2023-07-26 13:06:00,4,False,False,1
R00106,C0189,P0042,1,love love love it it it best best best,2023-07-01 07:13:00,3,True,False,1
R00107,C0189,P0038,3,amazing amazing amazing must must must buy buy buy,2023-06-16 18:22:00,3,True,False,0
R00108,C0137,P0018,3,Awful product. Complete waste. Returned immediately.,2023-10-10 21:52:00,5,True,False,1
R00109,C0025,P0009,2,Love the Vitamin D Supplement! Best Health I've tried from Generic.,2023-08-03 21:25:00,5,True,False,1
R00110,C0126,P0010,3,Solid TechPro Kitchen item. The Children's Puzzle Set performs adequately.,2023-12-09 08:44:00,3,False,False,0
R00111,C0095,P0030,2,Received the Water Bottle Insulated quickly. The KitchenKing Home & Garden quality is solid.,2023-08-31 02:50:00,5,True,False,1
R00112,C0137,P0026,1,Amazing! The ReadWell Plant Pot Set exceeded expectations. Good Sports.,2023-10-03 10:57:00,4,True,False,0
R00113,C0175,P0049,1,love love love it it it best best best,2023-09-18 06:44:00,1,True,False,1
R00114,C0034,P0042,2,PERFECT FIVE STARS!!!,2023-11-14 05:03:00,2,True,False,1
R00115,C0102,P0041,2,The EcoFriendly Children's Puzzle Set is okay. Expected more for a Books item.,2023-10-30 07:33:00,4,True,True,1
R00116,C0175,P0029,1,INCREDIBLE!!! BEST!!! FANTASTIC!!! RECOMMEND!!! ???,2023-09-07 02:46:00,5,True,True,1
R00117,C0027,P0007,2,great great great product product product buy buy buy now now now,2023-07-07 02:33:00,5,True,False,1
R00118,C0145,P0001,3,The Fitness Tracker Pro is a reasonable Automotive option. EcoFriendly quality is fine.,2023-09-22 06:05:00,3,False,False,0
R00119,C0026,P0009,1,Solid Generic Health item. The Vitamin D Supplement performs adequately.,2023-08-03 17:38:00,3,True,False,0
R00120,C0154,P0047,3,AMAZING PRODUCT LIFE CHANGING EXPERIENCE MUST BUY IT NOW !!!!!,2023-10-09 06:47:00,5,True,False,1
R00121,C0101,P0019,3,BEST EVER !!!!!,2023-10-14 00:23:00,4,True,False,0
R00122,C0082,P0009,2,The Vitamin D Supplement is fantastic. Highly recommend this Generic Health.,2023-06-05 18:04:00,4,False,False,0
R00123,C0004,P0017,1,Solid AutoParts Clothing item. The Electric Toothbrush performs adequately.,2023-09-15 13:44:00,5,True,False,1
R00124,C0103,P0006,3,Great quality! Exactly what I needed! Perfect!,2023-07-10 17:20:00,1,True,False,0
R00125,C0101,P0038,3,Received the Bluetooth Speaker quickly. The HomeEssentials Toys quality is solid.,2023-09-20 03:29:00,3,True,False,0
R00126,C0157,P0039,1,BEST BEST BEST!!! AMAZING!!! MUST BUY!!! !!! ??? ...,2023-08-28 16:33:00,2,False,False,1
R00127,C0185,P0017,1,PERFECT FIVE STARS!!!,2023-09-18 08:33:00,5,False,False,0
R00128,C0017,P0017,3,Great product! The Electric Toothbrush is exactly what I needed for Clothing.,2023-07-11 08:49:00,4,False,False,1
R00129,C0027,P0037,3,Terrible. Worst purchase. Do not buy. Horrible experience.,2023-07-09 05:59:00,4,True,False,0
R00130,C0010,P0036,3,Solid HomeEssentials Books item. The LED Desk Lamp performs adequately.,2023-10-25 11:07:00,3,True,False,0
R00131,C0129,P0044,1,BEST PURCHASE EVER!!! INCREDIBLE!!! FIVE STARS!!! BUY NOW!!!,2023-08-19 10:05:00,5,True,False,0
R00132,C0142,P0030,1,INCREDIBLE!!! BUY!!!,2023-12-15 06:46:00,5,True,False,1
R00133,C0140,P0049,1,AMAZING PRODUCT LIFE CHANGING EXPERIENCE MUST BUY IT NOW !!!!!,2023-08-25 00:48:00,3,False,False,1
R00134,C0169,P0025,3,Received the Wireless Mouse quickly. The KitchenKing Clothing quality is solid.,2023-07-07 22:17:00,3,False,False,0
R00135,C0024,P0003,1,The Garden Hose 50ft is fantastic. Highly recommend this SportMax Health.,2023-07-05 20:52:00,5,True,True,0
R00136,C0101,P0005,3,Solid TechPro Home & Garden item. The LED Desk Lamp performs adequately.,2023-09-09 22:53:00,4,False,False,0
R00137,C0189,P0021,2,Terrible. Worst purchase. Do not buy. Horrible experience.,2023-06-28 05:28:00,5,False,False,0
R00138,C0120,P0021,2,AMAZING MUST BUY,2023-11-23 09:52:00,4,False,True,1
R00139,C0181,P0045,3,WOW!!! BUY!!!,2023-06-13 21:19:00,2,False,False,1
R00140,C0067,P0012,1,The Car Phone Mount is fantastic. Highly recommend this TechPro Books.,2023-07-02 00:03:00,4,True,False,1
R00141,C0200,P0015,1,PERFECT!!! AMAZING!!! LOVE IT!!! MUST HAVE!!! !!!!!,2023-06-17 06:57:00,4,False,True,1
R00142,C0166,P0029,1,WOW!!! BUY!!!,2023-09-19 23:25:00,2,True,False,1
R00143,C0128,P0002,2,Decent Health product. The Wireless Earbuds does what it says.,2023-11-05 19:39:00,3,True,False,0
R00144,C0063,P0042,2,Great quality! Exactly what I needed! Perfect!,2023-07-22 20:56:00,1,True,False,0
R00145,C0135,P0016,3,Great product! The Desk Organizer is exactly what I needed for Books.,2023-10-23 16:20:00,5,True,False,0
R00146,C0100,P0018,1,AMAZING PRODUCT LIFE CHANGING EXPERIENCE MUST BUY IT NOW !!!!!,2023-10-14 11:49:00,5,True,False,1
R00147,C0150,P0015,1,PERFECT FIVE STARS!!!,2023-07-27 18:54:00,4,False,False,1
R00148,C0100,P0023,1,best best best amazing amazing amazing love love love it it it,2023-10-23 04:36:00,5,False,False,0
R00149,C0049,P0032,3,PERFECT!!! AMAZING!!! LOVE IT!!! MUST HAVE!!! !!!!!,2023-08-24 19:12:00,2,True,False,1
R00150,C0034,P0022,3,WOW!!! BUY!!!,2023-06-29 16:55:00,2,False,False,0
R00151,C0094,P0005,2,Solid TechPro Home & Garden item. The LED Desk Lamp performs adequately.,2023-09-20 20:31:00,4,False,False,0
R00152,C0167,P0021,1,Works as described. The Air Fryer from SportMax is a decent Kitchen product.,2023-07-15 12:19:00,4,True,False,0
R00153,C0188,P0045,2,INCREDIBLE!!! PERFECT!!! AMAZING!!! No words!!! !!!,2023-11-02 10:58:00,4,False,True,1
R00154,C0157,P0015,3,The Resistance Bands is a reasonable Automotive option. BeautyGlow quality is fine.,2023-06-23 22:42:00,2,False,False,0
R00155,C0164,P0047,2,Terrible. Worst purchase. Do not buy. Horrible experience.,2023-12-02 00:03:00,5,True,False,1
R00156,C0099,P0029,3,Disappointing. Waste of money. Regret buying.,2023-06-26 15:50:00,5,True,False,1
R00157,C0148,P0042,3,BEST PURCHASE EVER!!! INCREDIBLE!!! FIVE STARS!!! BUY NOW!!!,2023-07-14 12:10:00,3,False,True,1
R00158,C0188,P0005,3,Great product! The LED Desk Lamp is exactly what I needed for Home & Garden.,2023-11-15 05:38:00,4,False,False,0
R00159,C0112,P0011,1,AMAZING MUST BUY,2023-11-17 09:19:00,4,False,False,1
R00160,C0061,P0007,1,Absolutely INCREDIBLE!!! The BEST thing I have EVER bought!!! Life changing!!!,2023-11-17 20:38:00,3,True,False,1
R00161,C0123,P0013,1,INCREDIBLE!!! BUY!!!,2023-09-29 15:57:00,5,True,False,1
R00162,C0170,P0017,1,Solid AutoParts Clothing item. The Electric Toothbrush performs adequately.,2023-09-28 08:14:00,3,True,False,0
R00163,C0069,P0037,1,INCREDIBLE!!! BEST!!! FANTASTIC!!! RECOMMEND!!! ???,2023-10-29 07:35:00,2,True,False,1
R00164,C0016,P0025,3,Great quality! Exactly what I needed! Perfect!,2023-09-10 22:02:00,1,True,False,1
R00165,C0129,P0037,3,The Clothing Running Shoes is functional. No major issues with the AutoParts build.,2023-07-25 06:08:00,2,False,False,0
R00166,C0011,P0028,1,The Cooking Utensils is fantastic. Highly recommend this Budget Automotive.,2023-12-04 02:05:00,4,True,False,1
R00167,C0100,P0036,2,Good Books choice. The LED Desk Lamp fits my needs.,2023-12-18 13:07:00,4,False,False,1
R00168,C0107,P0010,1,The Kitchen Children's Puzzle Set is functional. No major issues with the TechPro build.,2023-08-13 17:56:00,4,True,False,0
R00169,C0089,P0027,2,Absolutely INCREDIBLE!!! The BEST thing I have EVER bought!!! Life changing!!!,2023-11-25 12:02:00,1,True,False,1
R00170,C0102,P0022,3,PERFECT FIVE STARS!!!,2023-08-11 15:54:00,5,False,False,0
R00171,C0179,P0044,1,Amazing! The Budget Coffee Maker exceeded expectations. Good Kitchen.,2023-09-15 19:41:00,3,False,False,0
R00172,C0023,P0013,2,Absolutely INCREDIBLE!!! The BEST thing I have EVER bought!!! Life changing!!!,2023-07-11 02:19:00,5,False,False,1
R00173,C0182,P0033,2,INCREDIBLE!!! PERFECT!!! AMAZING!!! No words!!! !!!,2023-08-03 01:29:00,1,False,False,1
R00174,C0013,P0024,3,love love love it it it best best best,2023-09-04 15:38:00,4,True,True,1
R00175,C0115,P0012,2,The Car Phone Mount arrived on time. As a Books product it meets expectations.,2023-06-08 12:03:00,3,False,True,0
R00176,C0042,P0037,1,Amazing! The AutoParts Running Shoes exceeded expectations. Good Clothing.,2023-12-14 21:00:00,4,True,False,1
R00177,C0122,P0009,3,BEST EVER !!!!!,2023-11-12 08:27:00,3,True,False,1
R00178,C0097,P0023,2,WOW!!! This is PERFECT!!! Everyone needs this!!! BUY NOW!!!,2023-11-17 11:35:00,5,True,False,1
R00179,C0166,P0039,3,Absolutely INCREDIBLE!!! The BEST thing I have EVER bought!!! Life changing!!!,2023-08-06 20:45:00,2,True,False,1
R00180,C0167,P0020,1,BEST PURCHASE EVER!!! INCREDIBLE!!! FIVE STARS!!! BUY NOW!!!,2023-11-22 04:46:00,5,True,False,1
R00181,C0007,P0042,2,Love the Organic Face Cream! Best Toys I've tried from StyleCo.,2023-07-19 10:46:00,5,True,False,0
R00182,C0183,P0015,3,Fantastic! Highly recommend! Five stars!,2023-11-16 17:11:00,1,True,False,1
R00183,C0076,P0007,2,OMG!!! BEST!!! EVER!!! Changed my LIFE!!! !!!!!,2023-06-23 07:22:00,5,True,False,1
R00184,C0058,P0048,2,Great quality! Exactly what I needed! Perfect!,2023-09-29 01:55:00,1,True,False,1
R00185,C0163,P0038,3,Great product! The Bluetooth Speaker is exactly what I needed for Toys.,2023-09-14 01:55:00,4,True,False,0
R00186,C0039,P0009,1,love love love it it it best best best,2023-08-25 20:11:00,2,True,True,1
R00187,C0081,P0041,1,BEST BEST BEST!!! AMAZING!!! MUST BUY!!! !!! ??? ...,2023-07-04 19:27:00,4,False,False,1
R00188,C0163,P0028,2,Terrible. Worst purchase. Do not buy. Horrible experience.,2023-06-04 10:48:00,5,True,False,0
R00189,C0136,P0013,1,The BeautyGlow Coffee Maker is okay. Expected more for a Clothing item.,2023-08-18 05:04:00,3,True,False,0
R00190,C0012,P0020,2,Fantastic! Highly recommend! Five stars!,2023-08-27 15:22:00,1,False,False,1
R00191,C0193,P0013,1,The Coffee Maker is fantastic. Highly recommend this BeautyGlow Clothing.,2023-10-08 05:07:00,3,True,True,1
R00192,C0094,P0046,3,Solid KitchenKing Toys item. The Resistance Bands performs adequately.,2023-11-17 03:41:00,5,True,False,0
R00193,C0006,P0004,3,INCREDIBLE!!! BEST!!! FANTASTIC!!! RECOMMEND!!! ???,2023-11-09 00:19:00,4,True,False,1
R00194,C0108,P0043,1,Good Kitchen choice. The Car Phone Mount fits my needs.,2023-11-06 03:18:00,4,False,False,0
R00195,C0030,P0007,2,PERFECT FIVE STARS!!!,2023-07-12 01:35:00,5,True,False,1
R00196,C0128,P0014,3,Love the Camping Tent 4-Person! Best Toys I've tried from HealthFirst.,2023-10-05 04:05:00,4,True,False,1
R00197,C0200,P0033,1,Received the Wireless Earbuds quickly. The Generic Health quality is solid.,2023-06-13 03:52:00,5,False,False,1
R00198,C0045,P0003,2,amazing amazing amazing must must must buy buy buy,2023-07-06 21:41:00,5,False,True,0
R00199,C0044,P0022,2,Love the Reading Lamp! Best Kitchen I've tried from HealthFirst.,2023-09-25 08:53:00,5,True,False,0
R00200,C0099,P0045,2,Decent Health product. The Camping Tent 4-Person does what it says.,2023-09-15 18:30:00,2,False,False,1
R00201,C0146,P0044,2,best best best amazing amazing amazing love love love it it it,2023-07-04 15:58:00,4,False,False,0
R00202,C0125,P0008,2,Awful product. Complete waste. Returned immediately.,2023-12-14 23:36:00,5,False,False,1
R00203,C0186,P0037,1,Love the Running Shoes! Best Clothing I've tried from AutoParts.,2023-10-02 11:42:00,4,True,False,1
R00204,C0174,P0042,2,BEST PURCHASE EVER!!! INCREDIBLE!!! FIVE STARS!!! BUY NOW!!!,2023-10-05 05:04:00,1,True,False,1
R00205,C0193,P0032,2,BEST PURCHASE EVER!!! INCREDIBLE!!! FIVE STARS!!! BUY NOW!!!,2023-06-21 14:28:00,4,True,False,1
R00206,C0147,P0029,1,The Sleep Mask is fantastic. Highly recommend this TechPro Home & Garden.,2023-06-10 17:35:00,4,True,False,1
R00207,C0001,P0006,3,Love the Running Shoes! Best Clothing I've tried from AutoParts.,2023-06-14 07:54:00,5,True,False,1
R00208,C0117,P0022,3,The Kitchen Reading Lamp is functional. No major issues with the HealthFirst build.,2023-07-27 00:21:00,4,True,False,1
R00209,C0091,P0041,2,Terrible. Worst purchase. Do not buy. Horrible experience.,2023-12-01 23:46:00,5,True,False,1
R00210,C0105,P0007,2,The AutoParts Bluetooth Speaker is okay. Expected more for a Electronics item.,2023-08-26 03:48:00,2,False,False,0
R00211,C0107,P0003,3,The Health Garden Hose 50ft is functional. No major issues with the SportMax build.,2023-10-06 00:33:00,2,True,False,0
R00212,C0189,P0004,3,The Yoga Mat Premium is fantastic. Highly recommend this TechPro Sports.,2023-07-03 03:24:00,5,True,False,0
R00213,C0169,P0039,3,The Kitchen Knife Set is fantastic. Highly recommend this HomeEssentials Kitchen.,2023-08-27 09:28:00,4,True,False,0
R00214,C0035,P0009,2,Works as described. The Vitamin D Supplement from Generic is a decent Health product.,2023-11-09 06:12:00,3,False,False,0
R00215,C0054,P0040,3,WOW!!! AMAZING!!! GAME CHANGER!!! GET IT NOW!!!,2023-11-25 20:20:00,5,False,False,1
R00216,C0182,P0008,2,The Health Kitchen Knife Set is functional. No major issues with the TechPro build.,2023-08-13 13:51:00,4,False,False,0
R00217,C0004,P0034,1,The Garden Hose 50ft from Budget works well. Good Automotive item for the price.,2023-08-13 21:16:00,5,False,False,1
R00218,C0038,P0004,3,Disappointing. Waste of money. Regret buying.,2023-07-28 23:41:00,4,False,False,1
R00219,C0144,P0025,1,Fantastic! Highly recommend! Five stars!,2023-09-08 13:50:00,1,True,False,1
R00220,C0176,P0021,3,AMAZING MUST BUY,2023-11-10 22:45:00,4,False,False,1
R00221,C0166,P0024,3,Fantastic! Highly recommend! Five stars!,2023-11-22 02:11:00,1,True,False,1
R00222,C0045,P0048,3,Good Sports choice. The Electric Toothbrush fits my needs.,2023-08-05 00:21:00,5,True,False,1
